Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
NKX2-1	NK2 homeobox 1	7080	14:36985602-36989433	1		13.3	yes		NSCLC			E	Dom	"oncogene, TSG"	A				"BCH,CCDS41945.1,ENSG00000136352.13,NKX2A,NM_001079668.2,NP_001073136.1,P43699,TITF1,TTF-1,TTF1"
NONO	"non-POU domain containing, octamer-binding"	4841	X:70503433-70521018	1	Yes	13.1	yes		papillary renal			E	Dom	fusion	T	TFE3			"CCDS14410.1,ENSG00000147140.11,NMT55,NM_007363.4,NP_031389.3,NRB54,P54,P54NRB,PPP1R114,Q15233"
NOTCH1	"Notch homolog 1, translocation-associated (Drosophila) (TAN1)"	4851	9:139388896-139440314	1	Yes	34.3	yes		"T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC"			"L, E"	Dom/Rec	"oncogene, TSG, fusion"	"T, Mis, O"	"TRB, SEC16A, GABBR2"			"CCDS43905.1,ENSG00000148400.9,NM_017617.3,NP_060087.3,P46531,TAN1"
NOTCH2	Notch homolog 2	4853	1:120454176-120612240	1	Yes	12	yes		"marginal zone lymphoma, DLBCL, bladder"			"L, E"	Dom/Rec	"oncogene, TSG"	"N, F, Mis"		yes	"Hajdu-Cheney syndrome, serpentine fibula-polycystic kidney syndrome"	"CCDS908.1,ENSG00000134250.13,NM_024408.3,NP_077719.2,Q04721"
NPM1	"nucleophosmin (nucleolar phosphoprotein B23, numatrin)"	4869	5:170814652-170838141	1	Yes	35.1	yes		"NHL, APL, AML"			L	Dom	"oncogene, fusion"	"T, F"	"ALK, RARA, MLF1"			"B23,CCDS4376.1,ENSG00000181163.9,NM_002520.6,NPM,NP_002511.1,P06748"
NR4A3	"nuclear receptor subfamily 4, group A, member 3 (NOR1)"	8013	9:102589009-102629173	1		31.1	yes		extraskeletal myxoid chondrosarcoma			M	Dom	"oncogene, fusion"	T	"EWSR1, TAF15, TCF12, TFG"			"CCDS6742.1,CHN,CSMF,ENSG00000119508.13,MINOR,NOR1,Q92570"
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	4893	1:115247090-115259515	1	Yes	13.2	yes		"melanoma, MM, AML, thyroid"			"L, E"	Dom	oncogene	Mis				"CCDS877.1,ENSG00000213281.4,N-ras,NM_002524.4,NP_002515.1,P01111"
NRG1	neuregulin 1	3084	8:32405728-32622548	1		12	yes		NSCLC			E	Dom	"TSG, fusion"	T	CD74			"CCDS6083.1,ENSG00000157168.14,GGF,HGL,HRG,NDF,NM_013956.3,NP_001153474.1,NP_004486.2,NP_039252.2,NP_039250.2,NP_001153471.1,NRG1-IT2,Q02297"
NSD1	nuclear receptor binding SET domain protein 1	64324	5:176560926-176727216	1		35.3	yes		AML			L	Dom	fusion	T	NUP98	yes	Sotos Syndrome	"ARA267,CCDS4412.1,ENSG00000165671.14,FLJ22263,KMT3B,NM_022455.4,NP_071900.2,Q96L73,STO"
NSD2	Wolf-Hirschhorn syndrome candidate 1(MMSET)	7468	4:1894572-1983934	1		16.3	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"CCDS33940.1,ENSG00000109685.13,KMT3G,MMSET,NM_133330.2,NP_579877.1,O96028,WHSC1"
NSD3	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	54904	8:38127215-38239790	1		11.23	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	NUP98			"CCDS43729.1,ENSG00000147548.12,FLJ20353,KMT3F,NM_023034.1,NP_075447.1,Q9BZ95,WHISTLE,WHSC1L1"
NT5C2	"5'-nucleotidase, cytosolic II"	22978	10:104845940-104953056	1	Yes	24.33	yes		relapse ALL			L	Dom	oncogene	Mis		yes	Spastic paraplegia-45	"CCDS7544.1,ENSG00000076685.14,GMP,NM_012229.4,NP_001127845.1,NP_036361.1,NT5B,P49902,PNT5,SPG65,cN-II"
NTHL1	nth like DNA glycosylase 1	4913	16:2089816-2097867	2		13.3		yes		CRC	Familial adenomatous polyposis	E		TSG	"N, S"				"CCDS10457.1,ENSG00000065057.3,NM_002528.5,NP_002519.1,NTH1,OCTS3,P78549"
NTRK1	"neurotrophic tyrosine kinase, receptor, type 1"	4914	1:156830686-156851434	1	Yes	23.1	yes		"papillary thyroid, Spitzoid tumour"			E	Dom	"oncogene, TSG, fusion"	"T, A"	"TPM3, TPR, TFG, TP53, LMNA"			"CCDS1161.1,ENSG00000198400.7,MTC,NM_002529.3,NP_002520.2,P04629,TRK,TRKA"
NTRK3	"neurotrophic tyrosine kinase, receptor, type 3"	4916	15:88420022-88799661	1	Yes	25.3	yes		"congenital fibrosarcoma, secretory breast"			"E, M"	Dom	"oncogene, fusion"	T	ETV6			"CCDS32322.1,ENSG00000140538.12,NM_001012338.2,NP_001012338.1,Q16288,TRKC"
NUMA1	nuclear mitotic apparatus protein 1	4926	11:71713910-71791733	1		13.4	yes		APL			L	Dom	fusion	T	RARA			"CCDS31633.1,ENSG00000137497.13,NM_006185.2,NP_006176.2,Q14980"
NUP214	nucleoporin 214kDa (CAN)	8021	9:134000948-134110057	1		34.13	yes		"AML, T-ALL"			L	Dom	fusion	T	"DEK, SET, ABL1"			"CAIN,CAN,CCDS6940.1,D9S46E,ENSG00000126883.12,N214,NM_005085.3,NP_005076.3,P35658"
NUP98	nucleoporin 98kDa	4928	11:3696240-3819022	1		15.4	yes		AML			L	Dom	"oncogene, fusion"	T	"HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11"			"CCDS7746.1,ENSG00000110713.11,NM_139132.3,NP_624358.2,NP_057404.2,NUP96,P52948"
NUTM1	"NUT midline carcinoma, family member 1"	256646	15:34638066-34649933	1		14	yes		lethal midline carcinoma			E	Dom	"oncogene, fusion"	T	"BRD3, BRD4"			"C15orf55,CCDS32190.1,DKFZp434O192,ENSG00000184507.11,FAM22H,NM_175741.1,NP_786883,NP_786883.1,NUT,Q86Y26"
NUTM2B	NUT family member 2B	729262	10:81462983-81472507	1		22.3	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"A6NNL0,CCDS60574.1,ENSG00000188199.6,FAM22B,NM_001278495.1,NP_001265424.1,bA119F19.1"
NUTM2D	NUT family member 2A		10:89117477-89130452	1		23.2	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"ENSG00000214562.9,FAM22D,Q5VT03"
OLIG2	oligodendrocyte lineage transcription factor 2 (BHLHB1)	10215	21:34398243-34401504	1		22.11	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRA			"BHLHB1,CCDS13620.1,ENSG00000205927.4,OLIGO2,PRKCBP2,Q13516,RACK17,bHLHe19"
OMD	osteomodulin	4958	9:95176527-95186743	2		22.31	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"CCDS6696.1,ENSG00000127083.7,NM_005014.2,NP_005005.1,Q99983,SLRR2C,osteoadherin"
P2RY8	"purinergic receptor P2Y, G-protein coupled, 8"	286530	X:1581465-1656000	1		22.33	yes		"B-ALL, Down syndrome associated ALL"			L	Dom	"oncogene, fusion"	T	CRLF2			"CCDS14115.1,ENSG00000182162.5,NM_178129.4,NP_835230.1,P2Y8,Q86VZ1"
PABPC1	poly(A) binding protein cytoplasmic 1	26986	8:101715144-101734940	2		22.3	yes		"HNSCC, biliary tract carcinoma"			E		"oncogene, TSG"	"Mis, F"				"CCDS6289.1,ENSG00000070756.9,NM_002568.3,NP_002559.2,P11940,PAB1,PABP1,PABPC2,PABPL1"
PAFAH1B2	"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa"	5049	11:117014983-117041761	1	Yes	23.3	yes		MLCLS			L	Dom	fusion	T	IGH			"CCDS8380.1,ENSG00000168092.9,NM_002572.3,NP_002563.1,P68402"
PALB2	partner and localizer of BRCA2	79728	16:23614491-23652631	1		12.2		yes		"Wilms tumour, medulloblastoma, AML ,breast"	"Fanconi anaemia N, breast cancer susceptibility"	"L, O, E"	Rec	TSG	"F, N, Mis"				"CCDS32406.1,ENSG00000083093.5,FANCN,FLJ21816,NM_024675.3,NP_078951.2,Q86YC2"
PATZ1	zinc finger protein 278 (ZSG)	23598	22:31721790-31742218	1		12.2	yes		Ewing sarcoma			M	Dom	"TSG, fusion"	T	EWSR1			"CCDS13894.1,ENSG00000100105.13,MAZR,NM_014323.2,NP_055138.2,PATZ,Q9HBE1,RIAZ,ZBTB19,ZNF278,ZSG,dJ400N23"
PAX3	paired box gene 3	5077	2:223064607-223163700	1	Yes	36.1	yes		alveolar rhabdomyosarcoma			M	Dom	"oncogene, fusion"	T	"FOXO1, NCOA1, NCOA2"	yes	"Waardenburg syndrome; craniofacial-deafness-hand syndrome"	"CCDS2448.1,ENSG00000135903.14,HUP2,NM_181459.3,NP_001120838.1,NP_852124.1,NP_852123.1,P23760,WS1"
PAX5	paired box gene 5 (B-cell lineage specific activator protein)	5079	9:36833272-37034103	1	Yes	13.2	yes		"NHL, ALL, B-ALL"			L	Dom	"oncogene, TSG, fusion"	"T, Mis, D, F, S"	"IGH, ETV6, PML, FOXP1, ZNF521, ELN"			"BSAP,CCDS6607.1,ENSG00000196092.8,NM_016734.2,NP_001267483.1,NP_001267477.1,NP_001267476.1,NP_001267485.1,NP_057953.1,Q02548"
PAX7	paired box gene 7	5081	1:18957500-19062632	1	Yes	36.13	yes		alveolar rhabdomyosarcoma			M	Dom	fusion	T	FOXO1			"CCDS186.1,ENSG00000009709.7,Hup1,NM_013945.2,NP_039236.1,NP_002575.1,P23759"
PAX8	paired box gene 8	7849	2:113973574-114036527	1	Yes	13	yes		follicular thyroid			E	Dom	fusion	T	PPARG	yes	Thyroid dysgenesis	"CCDS46398.1,ENSG00000125618.12,NM_003466.3,NP_003457.1,Q06710"
PBRM1	polybromo 1	55193	3:52581857-52719852	1	Yes	21.1	yes		"clear cell renal carcinoma, breast"			E	Rec	TSG	"Mis, N, F, S, D, O"				"BAF180,CCDS43099.1,ENSG00000163939.14,NM_018313.4,NP_060783.3,PB1,Q86U86"
PBX1	pre-B-cell leukemia transcription factor 1	5087	1:164528872-164821068	1	Yes	23.3	yes		"pre B-ALL, myoepithelioma"			"L, M"	Dom	"oncogene, fusion"	T	"TCF3, EWSR1"			"CCDS1246.1,ENSG00000185630.14,NM_002585.3,NP_001191892.1,NP_001191890.1,NP_002576.1,P40424"
PCBP1	poly(rC) binding protein 1	5093	2:70314585-70316332	2		13.3	yes		CRC			E			Mis				"CCDS1898.1,ENSG00000169564.5,HNRPE1,HNRPX,NM_006196.3,NP_006187.2,Q15365,hnRNP-E1,hnRNP-X"
PCM1	pericentriolar material 1  (PTC4)	5108	8:17780349-17885477	1		22	yes		"papillary thyroid, CML, MPN"			"E, L"	Dom	fusion	T	"RET, JAK2"			"CCDS47812.1,ENSG00000078674.13,NM_006197.3,NP_006188,NP_006188.3,PTC4,Q15154"
PDCD1LG2	programmed cell death 1 ligand 2	80380	9:5510570-5571252	1	Yes	24.1	yes		"PMBL, Hodgkin lymphoma"			L	Dom	"oncogene, fusion"	T	CIITA			"B7-DC,Btdc,CCDS6465.1,CD273,ENSG00000197646.6,NM_025239.3,NP_079515.2,PD-L2,PDL2,Q9BQ51,bA574F11.2"
PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	9659	1:144851427-144995022	1		21.1	yes		MPN			L	Dom	fusion	T	PDGFRB			"CCDS55627.1,CMYA2,ENSG00000178104.15,KIAA0454,KIAA0477,MMGL,NM_014644.5,NP_001185763,NP_055459.5,NP_001185763.3,Q5VU43"
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	5155	22:39619364-39640756	1		13.1	yes		DFSP			M	Dom	"oncogene, fusion"	T	COL1A1			"CCDS13987.1,ENSG00000100311.12,NM_002608.2,NP_002599.1,P01127,SIS,SSV"
PDGFRA	"platelet-derived growth factor, alpha-receptor"	5156	4:55095264-55164414	1	Yes	12	yes	yes	"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma"	GIST	familial gastrointestinal stromal tumour	"L, M, O"	Dom	"oncogene, fusion"	"Mis, O, T"	FIP1L1			"CCDS3495.1,CD140a,ENSG00000134853.7,GAS9,NM_006206.4,NP_006197.1,P16234,PDGFR2"
PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"	5159	5:149493400-149535423	1		32	yes		"MPN, AML, CMML, CML"			L	Dom	"oncogene, fusion"	T	"ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP"			"CCDS4303.1,CD140b,ENSG00000113721.9,JTK12,NM_002609.3,NP_002600.1,P09619,PDGFR,PDGFR1"
PER1	period homolog 1 (Drosophila)	5187	17:8043790-8055753	1	Yes	13.1	yes		"AML, CMML"			L	Dom	"TSG, fusion"	T	ETV6			"CCDS11131.1,ENSG00000179094.9,NM_002616.2,NP_002607.2,O15534,PER,RIGUI"
PHF6	PHD finger protein 6	84295	X:133507342-133562819	1	Yes	26.2	yes		ETP ALL			L	Rec	TSG	"F, N, S, Mis"		yes	Boerjeson-Forssman-Lehmann syndrome	"BFLS,BORJ,CCDS14639.1,CENP-31,ENSG00000156531.12,KIAA1823,MGC14797,NM_032458.2,NP_115834.1,Q8IWS0"
PHOX2B	paired-like homeobox 2b	8929	4:41746099-41750987	1	Yes	13	yes	yes	neuroblastoma	neuroblastoma	familial neuroblastoma	O	Rec	TSG	"Mis, F"		yes	Congenital central hypoventilation syndrome	"CCDS3463.1,ENSG00000109132.5,NBPhox,NM_003924.3,NP_003915.2,PMX2B,Phox2b,Q99453"
PICALM	phosphatidylinositol binding clathrin assembly protein (CALM)	8301	11:85669857-85779971	1	Yes	14.2	yes		"T-ALL, AML"			L	Dom	fusion	T	"MLLT10, KMT2A"			"CALM,CCDS8272.1,CLTH,ENSG00000073921.13,Q13492"
PIK3CA	"phosphoinositide-3-kinase, catalytic, alpha polypeptide"	5290	3:178866311-178957881	1	Yes	26.32	yes		"colorectal, gastric, glioblastoma, breast"			"E, O"	Dom	oncogene	Mis				"CCDS43171.1,ENSG00000121879.3,NM_006218.2,NP_006209.2,P42336,PI3K"
PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	5291	3:138372860-138553594	1	Yes	22.3	yes		"SCC, NSCLC"			E		oncogene	Mis				"CCDS3104.1,ENSG00000051382.4,P42338,PIK3C1"
PIK3R1	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	5295	5:67511548-67597649	1	Yes	13.1	yes		"glioblastoma, ovarian, colorectal"			"E, O"	Rec	TSG	"Mis, F, O"				"CCDS3993.1,ENSG00000145675.10,GRB1,NM_181523.2,NP_852664.1,P27986,p85,p85-ALPHA"
PIM1	pim-1 oncogene	5292	6:37137979-37143202	1	Yes	21.2	yes		NHL			L	Dom	"oncogene, fusion"	"T, Mis"	BCL6			"CCDS4830.1,ENSG00000137193.9,NM_002648.3,NP_002639.1,NP_001230115.1,P11309,PIM"
PLAG1	pleiomorphic adenoma gene 1	5324	8:57073463-57123838	1		12.1	yes		"salivary adenoma, lipoblastoma"			E	Dom	"oncogene, fusion"	T	"TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2"			"CCDS6165.1,ENSG00000181690.3,NM_002655.2,NP_001108106.1,NP_002646.2,Q6DJT9,ZNF912"
PLCG1	"phospholipase C, gamma 1"	5335	20:39765877-39804361	1	Yes	12	yes		angiosarcoma			E	Dom	"oncogene, fusion"	Mis				"CCDS13313.1,ENSG00000124181.10,NCKAP3,NM_002660.2,NP_002651.2,P19174,PLC-II,PLC1,PLC148,PLCgamma1"
PML	promyelocytic leukemia	5371	15:74287058-74339112	1		24.1	yes		"APL, ALL"			L	Dom	"TSG, fusion"	T	"RARA, PAX5"			"CCDS10255.1,ENSG00000140464.15,MYL,NM_033238.2,NP_150241.2,P29590,RNF71,TRIM19"
PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	5378	2:190649107-190742355	2		32.2		yes		"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec		"Mis, N"				"CCDS2302.1,ENSG00000064933.12,MLH2,NM_000534.4,NP_000525.1,P54277,PMSL1"
PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	5395	7:6012870-6048756	1	Yes	22.1		yes		"colorectal, endometrial, ovarian, medulloblastoma, glioma"	"hereditary non-polyposis colorectal cancer, Turcot syndrome"	E	Rec	TSG	"Mis, N, F"				"CCDS5343.1,ENSG00000122512.10,HNPCC4,H_DJ0042M02.9,MLH4,NM_000535.5,NP_000526,NP_000526.1,P54278,PMSL2"
POLD1	"DNA polymerase delta 1, catalytic subunit"	5424	19:50887596-50921271	1	Yes	13.33	yes	yes	CRC	CRC	Lynch syndrome	E		TSG	Mis				"CCDS12795.1,CDC2,ENSG00000062822.8,NM_002691.3,NP_002682.2,NP_001243778.1,P28340,POLD"
POLE	"polymerase (DNA directed), epsilon, catalytic subunit"	5426	12:133200348-133263945	1	Yes	24.33	yes	yes	"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer"	colorectal cancer susceptibility		E	Rec	TSG	Mis		yes	FILS syndrome	"CCDS9278.1,ENSG00000177084.12,NM_006231.2,NP_006222.2,POLE1,Q07864"
POLG	"DNA polymerase gamma, catalytic subunit"	5428	15:89859534-89878078	2		26.1	yes		CRC			E		TSG	"N, O"		yes	mitochondrial DNA depletion syndrome	"CCDS10350.1,ENSG00000140521.7,NM_002693.2,NP_002684.1,NP_001119603.1,P54098,POLG1,POLGA"
POLQ	DNA polymerase theta	10721	3:121150278-121264853	1		13.33	yes	yes	oral SCC	breast cancer		E		"oncogene, TSG"	Mis				"CCDS33833.1,ENSG00000051341.9,NM_199420.3,NP_955452.3,O75417,POLH"
POLR2A	RNA Polymerase II Subunit A	5430	17:7387685-7417933	2		13.1	yes		meningioma			O			"Mis, O"			Neurodevelopmental syndrome with hypotonia	"CCDS32548.1,ENSG00000181222.10,NM_000937.4,NP_000928,NP_000928.1,P24928,POLR2,POLRA,RPB1"
POT1	protection of telomeres 1	25913	7:124462440-124570035	1	Yes	31.33	yes		CLL			L	Dom	TSG	"Mis, N"				"CCDS5793.1,DKFZp586D211,ENSG00000128513.10,NM_015450.2,NP_056265.2,Q9NUX5,hPot1"
POU2AF1	"POU domain, class 2, associating factor 1 (OBF1)"	5450	11:111222977-111250417	1	Yes	23.1	yes		NHL			L	Dom	"oncogene, fusion"	T	BCL6			"BOB1,CCDS31675.1,ENSG00000110777.7,NM_006235.2,NP_006226.2,OBF1,Q16633"
POU5F1	"POU domain, class 5, transcription factor 1"	5460	6:31132120-31138470	1	Yes	21.33	yes		sarcoma			M	Dom	"oncogene, fusion"	T	EWSR1			"CCDS34391.1,ENSG00000204531.11,MGC22487,NM_002701.4,NP_002692.2,OCT3,OTF3,Oct4,Q01860"
PPARG	"peroxisome proliferative activated receptor, gamma"	5468	3:12392971-12475855	1	Yes	25.2	yes		follicular thyroid			E	Dom	"TSG, fusion"	T	PAX8	yes	"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension"	"CCDS2609.1,ENSG00000132170.15,NM_015869.4,NP_056953.2,NR1C3,P37231,PPARG1,PPARG2,PPARgamma"
PPFIBP1	"PTPRF interacting protein, binding protein 1 (liprin beta 1)"	8496	12:27677139-27848497	1		11.23	yes		"Spitzoid tumour, inflammatory myofibroblastic tumour"			"E, M"	Dom	fusion	T	"ROS1, ALK"			"CCDS55812.1,ENSG00000110841.9,L2,NM_177444.2,NP_803193,NP_001185845.1,NP_803193.2,Q86W92,SGT2,hSGT2,hSgt2p"
PPM1D	"protein phosphatase, Mg2+/Mn2+ dependent 1D"	8493	17:58677544-58741849	1	Yes	23.2	yes		"glioma, ovarian cancer, breast cancer"			E	Dom	oncogene	"A, Mis, N, F"				"CCDS11625.1,ENSG00000170836.7,NM_003620.3,NP_003611.1,O15297,PP2C-DELTA,Wip1"
PPP2R1A	"protein phosphatase 2, scaffolding subunit A, alpha"	5518	19:52693292-52730687	1	Yes	13.41	yes		clear cell ovarian carcinoma			E	Dom	TSG	Mis				"CCDS12849.1,ENSG00000105568.13,NM_014225.5,NP_055040.2,P30153,PP2A-Aalpha,PP2AA,PR65A"
PPP6C	"protein phosphatase 6, catalytic subunit"	5537	9:127908853-127952218	1	Yes	33.3	yes		melanoma			E	Dom	TSG	"Mis, N"				"CCDS48018.1,ENSG00000119414.7,NM_001123355.1,NP_001116827.1,O00743,PP6"
PRCC	papillary renal cell carcinoma (translocation-associated)	5546	1:156737292-156770607	1		23.1	yes		papillary renal			E	Dom	fusion	T	TFE3			"CCDS1157.1,ENSG00000143294.10,NM_005973.4,NP_005964.3,Q92733,RCCP1"
PRDM1	"PR domain containing 1, with ZNF domain"	639	6:106534195-106557813	1	Yes	21	yes		DLBCL			L	Rec	TSG	"D, N, Mis, F, S"				"BLIMP1,CCDS5054.2,ENSG00000057657.10,NM_001198.3,NP_001189.2,O75626,PRDI-BF1"
PRDM16	PR domain containing 16	63976	1:2985775-3355185	1	Yes	36.32	yes		"MDS, AML"			L	Dom	"oncogene, fusion"	T	MECOM			"CCDS41236.2,ENSG00000142611.12,KIAA1675,KMT8F,MEL1,MGC166915,PFM13,Q9HAZ2"
PRDM2	PR/SET domain 2	7799	1:14031350-14151574	2		36.21	yes		"glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC"			"E, O"		TSG	"O, F"				"CCDS150.1,ENSG00000116731.18,HUMHOXY1,KMT8,KMT8A,MTB-ZF,NM_012231.4,NP_036363.2,Q13029,RIZ,RIZ1,RIZ2"
PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"	80243	8:68864353-69149265	1	Yes	13.2	yes		"melanoma, pancreatic ductal adenocarcinoma"			E	Dom	oncogene	"Mis, N"				"CCDS6201.1,DEP.2,DEPDC2,ENSG00000046889.14,FLJ12987,NM_025170.4,NP_079146.2,NP_079446.3,P-REX2,PPP1R129,Q70Z35"
PRF1	perforin 1 (pore forming protein)	5551	10:72357105-72362531	1		22.1		yes		"various leukaemia, lymphoma"		L	Rec	TSG	M		yes	Type 2 familial haemophagocytic lymphohistiocytosis	"CCDS7305.1,ENSG00000180644.6,HPLH2,NM_005041.4,NP_001076585.1,NP_005032.2,P1,P14222,PFP"
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	5566	19:14202500-14228556	1	Yes	13.12	yes		"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma"			E	Dom	oncogene	"T, Mis, N"	DNAJB1			"CCDS12304.1,ENSG00000072062.9,NM_002730.3,NP_002721.1,P17612,PKACa"
PRKAR1A	"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)"	5573	17:66508568-66529572	1	Yes	24.2	yes	yes	papillary thyroid	"myxoma, endocrine, papillary thyroid"	Carney complex	"E, M"	Dom/Rec	"oncogene, TSG, fusion"	"T, Mis, N, F, S"	RET			"CCDS11678.1,CNC1,ENSG00000108946.10,NM_002734.4,NP_002725.1,NP_001265362.1,P10644,PRKAR1,TSE1"
PRKCB	protein kinase C beta	5579	16:23847345-24231932	2		12.2	yes		adult T-cell lymphoma-leukaemia			L			Mis				"CCDS10619.1,ENSG00000166501.8,NM_002738.6,NP_002729.2,P05771,PKC(beta),PKCB,PRKCB1,PRKCB2"
PRKD1	Protein Kinase D1	5587	14:30045687-30396948	2		12	yes		"cribriform adenocarcinoma of the minor salivary glands, polymorphous adenocarcinoma of the minor salivary glands"			E		fusion	"T, Mis"	"PRKAR2A, SNX9"		Autosomal dominant polycystic kidney disease	"CCDS9637.1,ENSG00000184304.10,NM_002742.2,NP_002733.2,PKC-mu,PKCM,PKD,PRKCM,Q15139"
PRPF40B	pre-mRNA processing factor 40 homolog B	25766	12:50017219-50038448	2		13.12	yes		"melanoma, colon carcinoma, MDS"			"E, L"			"F, N"				"CCDS31796.2,ENSG00000110844.9,HYPC,NM_001031698.2,NP_001026868.2"
PRRX1	paired related homeobox 1	5396	1:170633047-170708560	1		24.2	yes		AML			L	Dom	fusion	T	NUP98			"CCDS1290.1,ENSG00000116132.7,NM_022716.2,NP_073207.1,P54821,PHOX1,PMX1"
PSIP1	PC4 and SFRS1 interacting protein 1 (LEDGF)	11168	9:15464064-15511017	1	Yes	22.3	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS6479.1,DFS70,ENSG00000164985.10,LEDGF,O75475,PSIP2,p52,p75"
PTCH1	Homolog of Drosophila Patched gene	5727	9:98205262-98270943	1	Yes	22.32	yes	yes	"skin basal cell, medulloblastoma"	"skin basal cell, medulloblastoma"	nevoid basal cell carcinoma syndrome	"E, M"	Rec	TSG	"Mis, N, F, S"				"BCNS,CCDS6714.1,ENSG00000185920.11,NBCCS,NM_000264.3,NP_000255.2,PTCH,Q13635"
PTEN	phosphatase and tensin homolog gene	5728	10:89622870-89731687	1	Yes	23.31	yes	yes	"glioma, prostate, endometrial"	"harmartoma, glioma, prostate, endometrial"	"Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome"	"L, E, M, O"	Dom	TSG	"D, Mis, N, F, S"				"BZS,CCDS31238.1,ENSG00000171862.5,MHAM,MMAC1,NM_000314.4,NP_000305.3,P60484,PTEN1,TEP1"
PTK6	protein tyrosine kinase 6	5753	20:62159778-62168695	1	Yes	13.33	yes		"renal, gastric, head and neck, ovarian, others"			E	Dom	"oncogene, TSG"	"Mis, N"				"BRK,CCDS13524.1,ENSG00000101213.5,NM_005975.3,NP_005966.1,Q13882"
PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	5781	12:112856718-112947717	1	Yes	24.13	yes		"JMML, AML, MDS"			L	Dom	oncogene	Mis		yes	Noonan Syndrome	"BPTP3,CCDS9163.1,ENSG00000179295.11,NM_002834.3,NP_002825.3,NS1,PTP2C,Q06124,SH-PTP2,SHP-2,SHP2"
PTPN13	"protein tyrosine phosphatase, non-receptor type 13"	5783	4:87515468-87736324	1	Yes	21.3	yes	yes	"lung, NSCLC, gastric, peritoneal carcinomatosis"	hepatocellular	Familial Hepatocellular Carcinoma	E	Rec	TSG	"Mis, N"				"CCDS47093.1,ENSG00000163629.8,NM_080685.2,NP_542414.1,NP_542416.1,PTP-BAS,PTP-BL,PTP1E,PTPL1,Q12923"
PTPN6	"protein tyrosine phosphatase, non-receptor type 6"	5777	12:7060434-7070479	2		13.31	yes		DLBCL			L		TSG	Mis				"CCDS44821.1,ENSG00000111679.12,HCP,HCPH,NM_080549.3,NP_536859.1,P29350,PTP-1C,SHP-1,SHP1"
PTPRB	"protein tyrosine phosphatase, receptor type, B"	5787	12:70910630-71031220	1	Yes	15	yes		angiosarcoma			E	Rec	TSG	"N, Mis, S, F"				"CCDS44943.1,ENSG00000127329.10,NM_001109754.2,NP_001103224.1,P23467,PTPB"
PTPRC	"protein tyrosine phosphatase, receptor type, C"	5788	1:198608170-198726412	1		32.1	yes		T-ALL			L	Rec	TSG	"Mis, N, S"				"CCDS1397.2,CD45,ENSG00000081237.14,GP180,LCA,T200"
PTPRD	"protein tyrosine phosphatase, receptor type D"	5789	9:8314246-10033790	2		24.1	yes		"lung cancer, kidney cancer, HNSCC, glioblastoma"			"E, O"		TSG	"D, N, Mis"				"CCDS43786.1,ENSG00000153707.11,HPTP,NM_002839.3,NP_002830.1,P23468,PTPD"
